sentence_1,sentence_2,label
"[10414, 6480, 2560, 9475, 4762, 6053, 2169, 9538]","[7894, 9854, 10001, 8705, 2169, 3200]",0
"[5091, 10609, 9876, 1828, 1044, 6053, 2169, 501, 9638, 6053, 7178, 2249, 10126, 6053, 588, 5272, 2249, 10126, 824, 588, 10385, 9193, 7957]","[5091, 10609, 9876, 6261, 6695]",0
"[5515, 6627, 1421, 1239, 824, 588, 7084]","[5091, 5393, 6993, 9787, 1421, 1239]",1
"[5091, 7626, 2520, 588, 9224, 3751, 2249, 2851, 3548, 6993, 7500, 588, 5393, 2520, 588, 459, 9671, 2907, 6993, 946, 6053, 2169, 6186]","[5091, 9614, 6993, 2520, 8815, 4866, 5393]",0
"[5091, 501, 5832, 5361, 7041, 6788]","[5091, 5832, 6993, 8580, 1462, 5336, 1202]",0
"[5091, 5634, 824, 588, 3862, 8084, 2329, 9769, 7986, 9854, 6072, 9903]","[9291, 5393, 6993, 8574, 1460]",1
"[957, 5393, 79, 6668, 2531, 2520, 588, 8119, 1105, 588, 2851, 4451]","[5091, 2531, 8574, 8156, 1105, 588, 2851, 4451]",1
"[9891, 6508, 1325, 1705, 5695, 8396, 2249, 2169, 5282, 9614, 6993, 824, 9347]","[3380, 6508, 9854, 10159, 2455, 7478]",0
"[5091, 5393, 2520, 588, 5494, 10631, 4245, 588, 4326, 9876, 588, 6779, 2539]","[5091, 10490, 9876, 8780]",1
"[2532, 7621, 10, 2455, 9846, 4495]","[9291, 7621, 6993, 8175]",0
"[9484, 4866, 5393, 824, 588, 459, 9193, 6877, 9769, 588, 2975, 9122, 6053]","[5515, 6993, 10001, 2520, 588, 9193]",0
"[5091, 4850, 4160, 6053, 707, 3313, 824, 9513, 9876, 588, 4316, 3665, 309]","[5091, 4850, 6993, 1699, 3447, 707, 3313]",0
"[5091, 5870, 824, 9846, 10359, 2249, 588, 10385, 9193, 6993, 2761, 824, 2169, 501]","[5091, 5870, 6993, 10001, 3364, 9627]",0
"[957, 5393, 7659, 588, 9883, 9769, 8396, 2169, 6732, 8749, 3447, 588, 10154, 6484, 9262]","[6550, 8638, 3328, 6053, 2169, 8406]",0
"[8387, 6508, 2233, 4083, 824, 2742]","[10045, 7965, 1775, 6053, 588, 9228, 2249, 8419, 4546]",0
"[8387, 1828, 5385, 824, 9224, 5974]","[9291, 1828, 9854, 10001, 824, 2169, 10449]",0
"[5091, 9193, 2075, 5393, 6993, 5370, 9262, 6053, 588, 1090]","[9291, 5393, 6993, 9389, 6053, 2169, 9627]",0
"[5091, 355, 5393, 1044, 982, 2520, 588, 4775, 10659]","[5091, 5696, 9876, 7986, 6480, 588, 9925]",1
"[3952, 4799, 2041, 824, 588, 9251, 925, 7157]","[3952, 9854, 4799, 2041, 2672, 8749]",0
"[5091, 9846, 7621, 10, 1105, 2169, 10489]","[5091, 7621, 10, 1105, 2169, 10489]",1
"[5091, 5393, 6993, 9647, 824, 9513, 9876, 588, 10609, 9876, 7986]","[5091, 4850, 824, 6614, 9224, 1040, 2385, 588, 8584, 1867]",0
"[5091, 4850, 2520, 588, 3665, 8895, 7793, 4661, 1574, 8956, 2169, 4552, 6067]","[5091, 10609, 9876, 948, 9854, 10225]",0
"[5091, 5393, 824, 2851, 2520, 588, 7750, 6099, 10413, 6443, 2328, 6053, 1421, 392, 10631, 6053, 2169, 6610, 10413, 3663, 6468, 2249, 6993, 2080, 8956, 2169, 5974]","[5091, 5393, 824, 588, 2851, 7750, 6099, 10413, 6443, 2328, 6053, 1421, 392, 10631, 588, 6610, 10413, 3663, 6468, 8563, 5974]",1
"[5091, 355, 7626, 2520, 1421, 9756, 9602, 2041, 6993, 6800, 1442, 588, 8084, 8224]","[9291, 7626, 6993, 7917, 2041, 1421, 9756, 2672, 3915, 925, 5398]",1
"[5091, 5393, 6993, 4299, 2169, 2919, 9876, 588, 4850, 3797, 8956, 1421, 5052, 824, 9513, 9876, 9638, 4306, 9769, 3034, 5393, 9122, 6053]","[5091, 5393, 6993, 8580, 588, 698, 9876, 4889]",0
"[5091, 4850, 3407, 707, 3233, 3368, 8956, 588, 4030, 303]","[5091, 4850, 6993, 10731, 8310, 8956, 4486]",0
"[3043, 824, 1252, 10359, 5024, 588, 4817, 8956, 3731, 9903, 588, 7024, 6973, 9769, 4706, 4817, 10266, 2249, 7024, 6780, 7458]","[5091, 683, 824, 10359]",1
"[5867, 824, 9846, 7471, 2249, 10809, 7957, 668, 2169, 501, 2520, 588, 2135, 824, 2169, 7088]","[5867, 824, 7471, 2249, 10809, 7957, 668, 2169, 501, 2520, 588, 2135, 824, 2169, 7088]",1
"[9484, 3353, 683, 8667, 9224, 6993, 4299, 588, 9924, 4172, 10289, 10411]","[9484, 3353, 683, 4299, 588, 10411]",1
"[5091, 5393, 864, 2041, 9876, 588, 10385, 5306, 8125, 1387]","[5091, 4850, 864, 2041, 9876, 588, 10385, 5306, 8125, 1387]",0
"[5091, 9755, 3960, 588, 2160, 2520, 588, 1034, 8352]","[9291, 9755, 6993, 7984, 588, 7782]",1
"[8387, 7011, 6508, 9854, 4299, 588, 8999, 9475, 4428, 8471, 2249, 2936, 2455, 2169, 10685]","[9691, 9854, 4205, 6508, 824, 3471, 10685]",1
"[5091, 5974, 6480, 4153, 824, 7439, 588, 9007, 5494, 3220, 2289]","[5091, 5974, 6480, 4153, 824, 7439, 588, 3377, 9007, 5494, 3220, 2289]",1
"[6593, 7626, 6640, 2672, 4075, 668, 10385, 4531, 4338, 4850, 824, 7088]","[5091, 7626, 4798, 668, 588, 4531]",1
"[8387, 2876, 9071, 9903, 2169, 9627]","[7176, 4143, 4231]",0
"[5091, 5393, 1044, 9360, 2672, 588, 2294]","[7095, 9360]",1
"[5091, 5393, 824, 2851, 6877, 2520, 1421, 5870, 2672, 2169, 3216]","[5091, 5393, 8667, 10385, 8175, 2520, 1421, 5870, 824, 1421, 1973, 4441, 1421, 8749]",0
"[5091, 10609, 9876, 7986, 824, 9846, 2580, 2520, 2851, 1807, 1447, 2249, 10126, 5393, 824, 588, 9224, 9193]","[10074, 10, 5133, 246]",0
"[5091, 1082, 4552, 7621, 6993, 10001, 6053, 2169, 4350]","[5091, 7621, 6993, 2672, 8749, 8945, 9315]",0
"[5091, 8549, 6993, 6929, 8561, 824, 6163, 4099, 2249, 2782, 1990, 3209]","[3952, 9854, 6929, 824, 8279, 1419, 7478]",1
"[9484, 5050, 824, 7003, 8839, 8523, 2169, 6979, 824, 588, 9846, 10173, 2943, 2907, 7830, 3665, 2249, 10385, 5774, 2249, 588, 548, 6053, 95, 1710]","[10209, 155, 6993, 9389]",0
"[5091, 5289, 2063, 6993, 9647, 668, 2169, 2204, 6053, 1421, 4817]","[9291, 5289, 2063, 6993, 8396, 588, 6103]",0
"[5091, 8175, 5393, 824, 588, 1853, 9145]","[5091, 4850, 7667, 824, 588, 10563, 7721, 2524]",0
"[5091, 9614, 8667, 588, 2064, 8428, 9272, 217]","[5818, 2520, 2064, 8428, 5573, 217]",1
"[5091, 5393, 2672, 588, 8015, 4299, 588, 177, 8956, 7102, 2455, 3038, 722]","[5091, 5393, 6615, 588, 177]",1
"[5091, 4105, 6993, 5683, 4160, 588, 5759, 2168]","[5091, 4105, 6993, 2672, 588, 5759, 2168]",1
"[5091, 9614, 8839, 6053, 8815, 7426, 2249, 202, 707, 8688, 3034, 9614, 9953]","[5091, 9614, 7984, 707, 10258]",1
"[9291, 10768, 7626, 2520, 1421, 4789, 10801, 3719, 6993, 7170, 668, 2169, 9489, 10063, 2520, 1421, 10385, 9125]","[7176, 4143, 824, 10801, 2520, 9125]",1
"[5091, 9846, 10264, 10631, 668, 588, 9702, 1929, 2202, 1421, 1799, 6053, 2169, 2209, 8523, 7580]","[9291, 10264, 6993, 1211]",0
"[5091, 5393, 824, 10385, 3881, 10359, 2249, 588, 9846, 3159, 9193, 7094, 8956, 1154, 2169, 3881, 4495]","[5091, 5393, 7977, 588, 3881, 4495]",1
"[3952, 9854, 2912, 824, 8815, 1736, 2520, 4380, 734, 10652]","[9291, 1736, 6993, 4024, 3122, 5967, 2249, 6327, 2520, 2831, 2169, 8995, 734, 10652]",0
"[5091, 5393, 6993, 9389, 824, 588, 9539, 2520, 1421, 7621, 2249, 588, 7531, 824, 2919]","[9291, 7621, 6993, 2912, 4186, 7531, 8956, 1421, 4151]",0
"[8387, 481, 6508, 9854, 4746, 6710, 3044, 2169, 5974, 824, 2132, 3774, 2249, 10026]","[9291, 6508, 9854, 3691]",1
"[5091, 5393, 824, 588, 9224, 9193, 7289, 588, 6103, 824, 2169, 10243]","[5091, 4850, 824, 588, 6598, 9233, 10631, 824, 2169, 10243]",0
"[9484, 481, 4850, 6993, 4160, 2520, 10533, 9769, 9389, 6053, 588, 4316, 2851, 3923]","[9484, 4866, 4850, 6993, 9266, 9820]",0
"[5091, 5393, 588, 4850, 2249, 588, 5870, 9854, 7519, 10451]","[5091, 5696, 8839, 2249, 536, 2169, 2139]",0
"[2532, 2249, 459, 7621, 10001, 6053, 9627]","[5091, 458, 565, 4392, 6053, 2169, 9627]",0
"[5091, 5393, 824, 588, 10385, 9193, 7957, 668, 2169, 501, 2520, 3034, 5393, 1682, 10112, 588, 358, 2277, 668, 2169, 501]","[9291, 6778, 9854, 1246, 10425]",0
"[5091, 4850, 536, 588, 2143, 10451, 9876, 588, 2135, 2520, 707, 6414, 6252, 707]","[9291, 4850, 2796, 588, 3894, 4446, 2483, 2520, 4322]",0
"[5091, 10609, 9876, 7986, 824, 5702, 8079, 5642, 9854, 9481, 2249, 7466, 8956, 3220, 4162, 824, 588, 3736]","[5091, 10609, 9876, 2876, 9854, 824, 5642, 2249, 2102, 4767, 824, 588, 3736]",0
"[8387, 6202, 9854, 4160, 588, 358, 6667]","[8387, 6778, 1044, 6480, 7731]",0
"[5372, 3471, 1498, 6993, 2907, 9876, 588, 3354, 431, 2480, 2330, 2455, 9100, 10122, 698, 7062, 6077, 8999, 1228, 8674]","[9691, 6993, 588, 1498, 9876, 9638, 8999, 1228, 8674]",1
"[5091, 2851, 1207, 7111, 4850, 824, 588, 9846, 2249, 4581, 3528, 10631, 4245, 588, 2851, 654, 2943]","[5091, 4850, 6993, 3368, 8956, 588, 10385, 1680, 3520]",0
"[5091, 355, 4850, 824, 588, 9846, 1331, 3708, 4604, 2249, 588, 2851, 2782, 4764, 6993, 1044, 3881]","[9291, 5393, 3290, 588, 2295, 824, 3881]",0
"[5091, 355, 683, 8667, 5421, 10359, 2249, 588, 10385, 9193, 6993, 4885, 2520, 8279, 10350, 2249, 5877, 9876, 8279, 6379, 824, 2169, 10449]","[5091, 355, 7626, 677, 8165, 8667, 10385, 10359, 2249, 588, 9846, 9193, 6974, 588, 1644]",0
"[5091, 4817, 7370, 7977, 588, 8372, 2672, 2169, 7471, 9876, 2169, 4019, 8518]","[5091, 683, 2761, 824, 2169, 465]",0
"[5091, 4818, 9670, 5647, 1242, 7370, 7773, 2520, 8619, 824, 2919]","[5091, 9670, 5647, 1242, 7370, 6993, 10001]",1
"[5091, 4552, 1207, 7111, 9614, 824, 588, 10385, 5191, 4106, 4968, 6473, 4544, 6399, 2464, 2520, 588, 3786, 3616, 10328, 10631, 668, 2169, 501]","[5091, 683, 2520, 4552, 8746, 5024, 588, 3786, 3616, 10328, 10631, 668, 2169, 501]",1
"[8387, 6778, 2520, 10510, 9238, 9854, 6072, 2041, 2169, 8406, 2943, 2221]","[9291, 6778, 9854, 8396, 824, 8815, 6407]",0
"[8420, 458, 8103, 6893, 6053, 588, 2160, 309]","[9291, 458, 6993, 9389, 6053, 588, 309]",1
"[9291, 5421, 7621, 10, 2041, 9876, 2169, 5974, 2520, 5398, 824, 95, 5052]","[9291, 7621, 7830, 7625, 5398]",1
"[5091, 5393, 2249, 588, 4850, 9854, 824, 2169, 1853, 4338]","[5091, 5696, 6993, 3148, 755, 3044, 2169, 1853]",1
"[5091, 7621, 2249, 588, 458, 9854, 8465, 4048, 4706, 9769, 588, 683, 824, 588, 1419, 7458]","[10278, 9229, 6072, 2672, 4048, 4706, 9769, 2886, 8419]",0
"[9484, 3353, 5393, 824, 2736, 7252, 5505, 10631, 2520, 588, 355, 7626, 824, 588, 9224, 9193, 8071, 2169, 2485, 9876, 588, 6054, 824, 588, 8518]","[9291, 3353, 5393, 824, 2169, 2736, 7252, 5505, 6993, 7957, 10451, 2672, 2169, 8518]",1
"[5091, 4850, 8667, 8815, 5442, 10056, 6993, 2761, 10451, 9876, 588, 7896, 2912, 8956, 588, 2864]","[5091, 4818, 6993, 7800, 8956, 1628, 6053, 588, 4484]",1
"[9891, 6508, 9854, 8396, 824, 588, 3227, 4843]","[9891, 6508, 1040, 7182, 3044, 2169, 10243]",0
"[5091, 3665, 1824, 6014, 668, 10094, 1853, 501]","[5091, 3665, 1824, 468, 668, 2169, 10094, 501]",1
"[5091, 5393, 2520, 8468, 2249, 5951, 824, 2919, 8667, 588, 5421, 3152, 2249, 3876, 6993, 2761, 824, 9513, 9876, 588, 6111, 5, 8705, 9802]","[9291, 5393, 6993, 2761, 10451, 6053, 2169, 501, 3607, 1867]",0
"[9484, 8418, 1229, 9267, 824, 8815, 7186]","[9484, 7186]",1
"[5091, 459, 7621, 6993, 10001, 668, 588, 2898, 9769, 588, 5393, 5517, 5731, 7580]","[9291, 7621, 6993, 5421]",0
"[5091, 4338, 2851, 5145, 4850, 8667, 588, 10385, 7471, 2249, 4797, 6877, 5731, 588, 9846, 9258, 2249, 4950, 824, 588, 5342, 585, 6913]","[9291, 4850, 6993, 10451]",0
"[8387, 7986, 824, 9846, 1222, 2249, 5421, 5442, 146]","[9291, 7986, 9854, 8667, 9590]",1
"[5091, 4850, 8667, 588, 5421, 2249, 9846, 3528, 6993, 4616, 9477, 5912, 4710, 9769, 4706, 7986, 8419, 707]","[9291, 4850, 6993, 5385]",0
"[5091, 5393, 8667, 588, 10385, 6216, 2075, 9193, 10089, 588, 10089, 8879]","[9291, 5393, 6993, 600, 588, 10089, 8879]",1
"[8387, 3353, 6778, 824, 3449, 9854, 2761, 10451]","[8013, 9854, 10451, 8667, 3449]",1
"[9891, 6508, 8561, 824, 9846, 9854, 7957, 4843]","[5091, 10609, 9876, 7986, 9854, 7957, 4843]",1
"[5091, 5393, 8667, 1050, 2249, 588, 5160, 9150, 9193, 2520, 4455, 3548, 10168, 4441, 1421, 3548, 9769, 2233, 588, 785, 501]","[9291, 501, 6993, 785]",1
"[5091, 5393, 6993, 1044, 2520, 588, 8015, 4329, 10056, 824, 2169, 1022, 1082]","[5091, 5393, 6993, 1044, 2520, 588, 8015, 4329, 10056, 4721, 2169, 1022]",1
"[5091, 5347, 2306, 8667, 8815, 482, 1899, 4338, 2249, 4299, 2169, 5347]","[5091, 5347, 2306, 8031, 7411, 2169, 5347, 3044, 2169, 5211, 7297]",0
"[5091, 9856, 6237, 8667, 10215, 374, 1955, 6993, 1246]","[5091, 7621, 6993, 1246]",1
"[5091, 4850, 2249, 5870, 5020, 588, 1011, 8935, 1001, 1785, 824, 588, 8518]","[5091, 4850, 6993, 9389, 6053, 588, 9228, 8419, 2169, 5870, 6480]",0
"[957, 6261, 8667, 2851, 3665, 2249, 5421, 2580, 824, 588, 4691, 471, 5384, 588, 8778]","[957, 6261, 9854, 9863, 588, 9579]",0
"[5091, 4850, 9389, 824, 588, 9539, 2520, 9846, 7003]","[5091, 4850, 7519, 824, 588, 9539]",1
"[5091, 5393, 824, 8468, 8667, 588, 10714, 3477, 3751, 2249, 588, 3548, 2520, 1038, 6993, 5887, 1421, 9015, 2919, 2249, 8839, 824, 9513, 9876, 3034, 5887, 5393, 824, 10714, 1419]","[8387, 6778, 9854, 10001]",0
"[5091, 355, 5393, 6993, 5637, 10300, 6053, 8815, 5352, 1644, 2520, 4205, 10343, 824, 2169, 7088]","[5091, 5393, 5637, 1105, 588, 1644]",1
"[9891, 7986, 9854, 9389, 4392, 588, 4153, 10507, 3034, 4850, 1146, 588, 9224, 3271]","[2566, 7986, 8419, 588, 4850, 1146, 9224, 3271]",0
"[8387, 6778, 824, 588, 3200, 10126, 6993, 1642, 2169, 4706, 6993, 588, 5287]","[8387, 6778, 9854, 4088, 2672, 588, 3996]",0
"[8387, 8492, 7272, 2520, 8815, 10812, 2672, 588, 3828]","[9291, 6778, 9854, 9389, 2672, 2169, 4153, 4843]",0
"[5091, 5393, 4160, 8394, 588, 8406]","[9291, 5393, 6993, 9315, 9140, 2169, 8406]",0
"[4273, 9455, 10781, 588, 3731, 9903, 588, 3665, 6989]","[5091, 7621, 7196, 588, 3731, 9903, 588, 6989]",1
"[4684, 1052, 3562, 9876, 588, 9081, 2168, 6972, 2169, 6067, 9854, 7957, 4245, 588, 9209, 2249, 9638, 8518, 249]","[5091, 10609, 9876, 7986, 9854, 9389, 4392, 5768, 5398]",0
"[5091, 1719, 9876, 355, 2636, 10182, 9854, 1960]","[3952, 9854, 7062, 10589]",1
"[5091, 9614, 7289, 707, 6103, 824, 588, 1790, 5778, 2672, 8815, 7650]","[5818, 2408, 2169, 501, 6053, 707, 6103]",1
"[5091, 7626, 6788, 3447, 588, 9379, 8974]","[5091, 7626, 6993, 8580, 588, 2194]",1
"[8387, 355, 7965, 10126, 6993, 8667, 588, 5062, 9193, 2249, 2169, 4706, 10126, 6993, 8667, 588, 3665, 9193, 9854, 3818, 3437, 5133, 588, 3195, 2359, 309]","[9291, 3195, 309, 6615, 9638, 7965]",1
"[5091, 5870, 6993, 8667, 588, 2851, 2423, 8016, 7647, 588, 2919]","[5091, 5870, 6993, 8667, 588, 2423]",1
"[8387, 1131, 400, 319, 10001, 824, 588, 10801, 10743, 7485, 5543]","[8387, 1131, 400, 319, 9854, 10001, 824, 2169, 235]",0
"[8387, 5421, 6778, 9854, 1044, 9885, 7480, 4843, 824, 588, 1853, 2210]","[9291, 6778, 9854, 7272]",0
"[5091, 1465, 3447, 9140, 588, 4153, 9876, 588, 355, 7626, 946, 824, 8815, 3353, 10466, 1973]","[5091, 7626, 6993, 10451, 1044]",0
"[8387, 9419, 7832, 8956, 10788, 4947, 8279, 997, 5167, 7345, 6053, 2169, 6032, 9876, 2169, 4083, 6053, 588, 2709, 1022]","[8387, 7986, 9854, 99, 8956, 2906, 7710, 2455, 5167]",1
"[8387, 6778, 7004, 6053, 5289, 4233, 2249, 2869, 8956, 588, 9489, 6311, 8956, 2169, 9015]","[9291, 6778, 9854, 7170, 10801, 6525]",0
"[5091, 355, 7626, 824, 5160, 9150, 4707, 3968, 588, 2851, 9193, 824, 588, 5421, 2329]","[5091, 7626, 5806, 5160, 9150, 4707]",1
"[5091, 7621, 8667, 588, 9224, 9233, 2249, 588, 217, 7957, 6053, 10801]","[9291, 458, 6993, 7072, 6268, 6053, 2169, 1916, 9327]",0
"[5091, 5342, 5870, 1642, 2520, 3915, 8561, 3616, 588, 7314, 3336, 9794]","[5091, 5342, 5870, 6993, 1642, 2520, 588, 683, 8561, 3797, 824, 588, 5642]",1
"[5091, 2919, 4299, 8815, 8829, 9769, 588, 505, 6993, 3730, 824, 10678]","[9291, 2919, 7830, 5398, 824, 10678]",1
"[8387, 6508, 2520, 2987, 2761, 6053, 588, 6468]","[9291, 6508, 9854, 2761, 8705, 2169, 2087]",0
"[5091, 5393, 8667, 588, 8085, 7830, 588, 9924, 4172, 10289, 8879, 9903, 1421, 10350, 3616, 588, 953]","[9291, 9415, 4930, 3480, 540, 1421, 10350]",0
"[9891, 6508, 2249, 588, 5393, 6929, 3361, 7043]","[2566, 7986, 9854, 8396, 1269]",0
"[5091, 355, 5870, 6993, 8396, 588, 6103, 824, 2169, 9702, 8071, 588, 2710, 7110, 8747, 824, 588, 8518]","[5091, 355, 5393, 6993, 8396, 588, 6103, 824, 2169, 9702, 8071, 588, 2710, 7110, 8747, 824, 588, 8518]",0
"[5091, 2416, 1044, 6053, 588, 671, 4506]","[9291, 2416, 6993, 4425]",1
"[5091, 5393, 8667, 588, 4714, 2249, 8815, 5442, 10056, 6993, 8142, 3797, 588, 698, 2520, 588, 2194]","[5091, 5393, 6993, 4160]",1
"[5091, 5393, 8667, 588, 8995, 9671, 6993, 2210, 3797, 588, 4075]","[5091, 683, 6993, 4088, 588, 2123, 5901, 8630]",0
"[5515, 3960, 3195, 2520, 588, 8352]","[780, 3960, 9189, 7086, 2520, 588, 1725, 1956, 10389]",1
"[5091, 683, 8667, 588, 2851, 9671, 6993, 4299, 588, 4542, 2249, 1859, 10817, 5510, 9769, 2233, 2169, 501]","[5091, 683, 6993, 4299, 588, 9815, 9769, 726, 1790, 2169, 501]",0
"[5091, 10609, 9876, 6508, 7957, 3044, 588, 5184, 2237, 7110, 8747]","[9291, 6508, 9854, 8396, 8788]",0
"[8387, 355, 6778, 824, 232, 5079, 2761, 3368, 8956, 5834, 6053, 2169, 3216]","[8387, 10343, 9854, 1044, 2541]",0
"[9484, 4866, 5393, 2520, 588, 2064, 8428, 9272, 2423, 2761, 6993, 2761, 9513, 9876, 588, 1374, 9675, 9725, 8471, 2520, 4907, 2033, 824, 2169, 9690]","[5091, 5393, 6993, 2761, 6974, 588, 9725]",1
"[8617, 8824, 9876, 588, 654, 4579, 9638, 824, 9846, 2249, 9638, 824, 2851, 5774, 7110, 4186, 6053, 588, 9224, 9627, 5967, 5543]","[5091, 10609, 9876, 7986, 3691]",1
"[5091, 7626, 2433, 8956, 1242, 5974, 6053, 3034, 683, 2520, 1421, 5974, 8974]","[9291, 7626, 6993, 3065, 9721, 2672, 588, 7621]",0
"[5091, 5393, 7957, 4245, 588, 10214, 9251]","[5091, 4850, 4088, 588, 3894]",0
"[7894, 6480, 6053, 588, 4019, 6525, 3496, 824, 9513, 9876, 9638, 5681]","[7894, 9854, 1044, 2249, 9986, 9854, 9638, 5681, 8523, 8528]",1
"[5091, 355, 5393, 9647, 5133, 9876, 588, 2629, 824, 9513, 9876, 588, 3571, 4656, 8749]","[4998, 6993, 9647, 5133, 588, 2629]",1
"[9484, 7011, 4850, 8667, 588, 7011, 1419, 9389, 3249, 588, 10609, 9876, 64, 570, 2520, 588, 7335, 4451, 6053, 707, 1973]","[5091, 4850, 824, 588, 8085, 2951, 2636, 6389]",0
"[5091, 10001, 1131, 400, 10497]","[5091, 7621, 10001]",1
"[9891, 5347, 6263, 9854, 824, 7387, 6053, 2169, 5543]","[9891, 5347, 6263, 9854, 6053, 2169, 5543]",1
"[5091, 5393, 8667, 5875, 588, 3201, 2423, 3201, 638, 2249, 6459, 7659, 8956, 588, 4850, 6053, 588, 1853, 501]","[5091, 355, 9614, 6993, 3927, 8799, 588, 693, 2703, 2603, 2782, 2651]",0
"[5091, 5393, 8667, 8815, 482, 6779, 2423, 5780, 1421, 953, 9769, 3034, 5393, 824, 8815, 482, 6779, 2423, 3198, 9119, 5398, 3797, 6053, 588, 10688, 7697, 9645, 9769, 2761, 824, 9513, 9876, 9638, 8015]","[8387, 6779, 4841, 10427, 588, 2429, 6221, 3991, 5998]",0
"[5091, 683, 8667, 2851, 4707, 10219, 8279, 10350, 9140, 588, 5421, 3548, 824, 9513, 9876, 588, 672, 2520, 10595, 2395]","[5091, 683, 824, 9224, 4707, 6993, 8580, 4889]",0
"[5091, 7621, 8667, 588, 139, 6193, 1685]","[5091, 7621, 7830, 3710, 139]",0
"[5091, 5393, 6929, 1105, 588, 6111, 3616, 588, 5877, 9876, 1421, 2416]","[5091, 5393, 6993, 6929, 2455, 1421, 2416]",1
"[5091, 4850, 824, 588, 8166, 1218, 9193, 946, 824, 2169, 9627, 2520, 3665, 2249, 482, 646, 4392, 707]","[5091, 683, 824, 588, 671, 9193, 6993, 946, 10451, 824, 2169, 9627]",1
"[5091, 5393, 4299, 588, 997, 4427, 2249, 588, 10768, 9614, 4299, 588, 8496, 9854, 4338, 2455, 2169, 10685]","[6465, 7986, 9854, 2936]",1
"[5091, 4818, 120, 2520, 7003, 2249, 9224, 2520, 9846, 4348, 7478, 6993, 10001]","[5091, 4818, 120, 6993, 7957]",0
"[5228, 6993, 588, 10685, 9876, 8815, 10023, 2761, 824, 10126, 8907, 2249, 6053, 8815, 3003]","[5091, 1498, 9876, 2169, 10714, 2761, 824, 6118]",1
"[5091, 5393, 824, 588, 10385, 2249, 4581, 5062, 9193, 2249, 2423, 6993, 7957, 4245, 588, 2710, 2135]","[5091, 5393, 6993, 8175]",0
"[5091, 5393, 824, 5421, 4924, 3172, 2520, 7986, 7957, 3364, 2169, 8439]","[5091, 1325, 6577, 3992]",0
"[5091, 10609, 9876, 4866, 7011, 6778, 2761, 4392, 4205, 9854, 9389, 10126, 2520, 588, 2416, 3100, 6053, 1421, 282, 9507, 2249, 2169, 4706, 6993, 8667, 8468, 2249, 588, 5062, 9193]","[8387, 9876, 2169, 4866, 6778, 9854, 1302, 9769, 2169, 9667, 9854, 2761, 3797]",1
"[8387, 6778, 10126, 3911, 1878, 8993, 9769, 2169, 4706, 5806, 588, 2423, 2249, 10385, 9193, 824, 588, 1895, 6053, 5974]","[3340, 9956, 824, 5543]",0
"[5091, 5393, 2761, 6053, 4205, 7469, 10279, 7228, 8815, 3384, 9596, 1710, 7196, 8815, 166, 7995, 2520, 1421, 953]","[9537, 4468, 7995, 6053, 2169, 953, 9876, 588, 5393, 9769, 2761, 6053, 4205, 7469, 10279, 7228, 8815, 3384, 9596, 1710]",1
"[5091, 2851, 5145, 9614, 2225, 2169, 8475, 8471, 3616, 10328, 2132, 824, 2169, 1644, 2520, 4882, 1202]","[5091, 10172, 9614, 8839, 824, 588, 981, 9539, 1741, 588, 8737]",0
"[2553, 5393, 6993, 3691, 4425, 2520, 588, 997, 6432, 9769, 588, 997, 10609, 9876, 7986, 8419]","[5091, 3955, 6993, 9818, 10066, 2455, 588, 2975]",0
"[9484, 3880, 481, 4850, 6993, 2659, 824, 471, 8523, 588, 5393, 2520, 588, 10459, 10350, 2520, 588, 2736, 9193, 2249, 5421, 4707, 2249, 9986, 6993, 588, 5393, 6072, 3044, 588, 9469, 6053, 588, 7004, 2907, 7023, 6355, 824, 2169, 7088]","[9291, 7986, 9854, 2659, 824, 471]",1
"[5091, 355, 5870, 7289, 588, 9872, 3951, 3044, 2169, 6772]","[5091, 355, 5870, 6993, 3276, 588, 6913, 3825]",0
"[5091, 10768, 9614, 9389, 6053, 588, 9228, 2520, 588, 4495, 9140, 10678]","[9291, 10768, 9614, 6993, 8396, 707, 6103, 4392, 2169, 1422]",0
"[5091, 5393, 8667, 7003, 6877, 1835, 588, 636, 7485, 618]","[9291, 5393, 6993, 8667, 5214, 6053, 1421, 953]",0
"[5515, 824, 597, 9096, 9647, 5133, 2169, 6032, 9876, 588, 2135]","[5091, 5393, 824, 588, 4536, 2348, 10061, 10, 2041, 9876, 588, 7590]",0
"[8387, 6778, 824, 588, 10824, 9854, 79, 8877, 3044, 134, 10638, 8956, 4712, 112]","[9291, 6778, 5825, 2869, 8385, 3044, 2169, 134, 10638, 8956, 5292, 2169, 112]",1
"[5091, 10609, 9876, 355, 7986, 9389, 824, 2169, 9627, 3616, 10126, 4143, 588, 5353, 2249, 3034, 2169, 5158]","[4998, 6993, 1044, 2169, 6939, 9994]",0
"[5091, 683, 6993, 2277, 8341, 6704, 9903, 3034, 683, 9769, 588, 3004, 683, 7773, 8523, 8528]","[9291, 7986, 9854, 5370, 10460, 3936]",1
"[5091, 5797, 2306, 6993, 10001, 9769, 10432, 588, 4495]","[5091, 5797, 2306, 6993, 9389, 6053, 2169, 9228, 4892, 1421, 6798]",0
"[5091, 5393, 6993, 946, 2041, 1421, 1378, 8956, 19, 5417, 3772, 2249, 8770]","[5091, 5393, 6993, 946, 2041, 1421, 1378]",1
